"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Serpophaga griseicapilla",16592,"species","gyctyr2","Straneck's Tyrannulet","Passeriformes","Tyrannidae",NA,"Straneck's Tyrannulet"
"Phylloscopus tephrocephalus",24676,"species","gycwar1","Gray-crowned Warbler","Passeriformes","Phylloscopidae",NA,"Gray-crowned Warbler"
"Phylloscopus poliogenys",24674,"species","gycwar2","Gray-cheeked Warbler","Passeriformes","Phylloscopidae",NA,"Gray-cheeked Warbler"
"Eminia lepida",23125,"species","gycwar3","Gray-capped Warbler","Passeriformes","Cisticolidae",NA,"Gray-capped Warbler"
"Yungipicus canicapillus",11125,"species","gycwoo1","Gray-capped Pygmy Woodpecker","Piciformes","Picidae",NA,"Gray-capped Pygmy Woodpecker"
"Aramides cajaneus",5384,"species","gycwor1","Gray-cowled Wood-Rail","Gruiformes","Rallidae",NA,"Gray-cowled Wood-Rail"
"Aramides cajaneus cajaneus",5385,"issf","gycwor2","Gray-cowled Wood-Rail (Gray-cowled)","Gruiformes","Rallidae","gycwor1","Gray-cowled Wood-Rail (Gray-cowled)"
"Aramides cajaneus avicenniae",5386,"issf","gycwor3","Gray-cowled Wood-Rail (Gray-backed)","Gruiformes","Rallidae","gycwor1","Gray-cowled Wood-Rail (Gray-backed)"
"Geothlypis poliocephala",33715,"species","gycyel","Gray-crowned Yellowthroat","Passeriformes","Parulidae",NA,"Gray-crowned Yellowthroat"
"Iole propinqua",24274,"species","gyebul1","Gray-eyed Bulbul","Passeriformes","Pycnonotidae",NA,"Gray-eyed Bulbul"
"Iole propinqua [propinqua Group]",24275,"issf","gyebul2","Gray-eyed Bulbul (Gray-eyed)","Passeriformes","Pycnonotidae","gyebul1","Gray-eyed Bulbul (Gray-eyed)"
"Iole propinqua innectens",24280,"issf","gyebul3","Gray-eyed Bulbul (innectens)","Passeriformes","Pycnonotidae","gyebul1","Gray-eyed Bulbul (innectens)"
"Hylophilus amaurocephalus",18882,"species","gyegre1","Gray-eyed Greenlet","Passeriformes","Vireonidae",NA,"Gray-eyed Greenlet"
"Hylophilus amaurocephalus [undescribed Beni form]",18883,"form","gyegre2","Gray-eyed Greenlet (Beni)","Passeriformes","Vireonidae","gyegre1","Gray-eyed Greenlet (Beni)"
"Butastur indicus",8291,"species","gyfbuz1","Gray-faced Buzzard","Accipitriformes","Accipitridae",NA,"Gray-faced Buzzard"
"Cinclodes oustaleti",14949,"species","gyfcin1","Gray-flanked Cinclodes","Passeriformes","Furnariidae",NA,"Gray-flanked Cinclodes"
"Ptilotula plumula",17714,"species","gyfhon1","Gray-fronted Honeyeater","Passeriformes","Meliphagidae",NA,"Gray-fronted Honeyeater"
"Liocichla omeiensis",26347,"species","gyflio1","Emei Shan Liocichla","Passeriformes","Leiothrichidae",NA,"Emei Shan Liocichla"
"Mixornis kelleyi",25658,"species","gyftib1","Gray-faced Tit-Babbler","Passeriformes","Timaliidae",NA,"Gray-faced Tit-Babbler"
"Picus canus",11540,"species","gyfwoo1","Gray-headed Woodpecker","Piciformes","Picidae",NA,"נקר אפור-ראש"
"Chlorophoneus bocagei",19946,"species","gygbus1","Gray-green Bushshrike","Passeriformes","Malaconotidae",NA,"Gray-green Bushshrike"
"Ptilinopus purpuratus",2622,"species","gygfrd1","Gray-green Fruit-Dove","Columbiformes","Columbidae",NA,"Gray-green Fruit-Dove"
"Ptilinopus chrysogaster",2621,"species","gygfrd2","Raiatea Fruit-Dove","Columbiformes","Columbidae",NA,"Raiatea Fruit-Dove"
"Aethomyias arfakianus",18171,"species","gygscr1","Gray-green Scrubwren","Passeriformes","Acanthizidae",NA,"Gray-green Scrubwren"
"Thalassarche chrysostoma",6917,"species","gyhalb","Gray-headed Albatross","Procellariiformes","Diomedeidae",NA,"Gray-headed Albatross"
"Ampelornis griseiceps",13891,"species","gyhant1","Gray-headed Antbird","Passeriformes","Thamnophilidae",NA,"Gray-headed Antbird"
"Attila rufus",17076,"species","gyhatt1","Gray-hooded Attila","Passeriformes","Tyrannidae",NA,"Gray-hooded Attila"
"Stachyris poliocephala",25870,"species","gyhbab1","Gray-headed Babbler","Passeriformes","Timaliidae",NA,"Gray-headed Babbler"
"Batis orientalis",19664,"species","gyhbat1","Gray-headed Batis","Passeriformes","Platysteiridae",NA,"Gray-headed Batis"
"Bleda canicapillus",24094,"species","gyhbri1","Gray-headed Bristlebill","Passeriformes","Pycnonotidae",NA,"Gray-headed Bristlebill"
"Smithornis sharpei",13114,"species","gyhbro1","Gray-headed Broadbill","Passeriformes","Calyptomenidae",NA,"Gray-headed Broadbill"
"Smithornis sharpei zenkeri",13115,"issf","gyhbro2","Gray-headed Broadbill (Zenker's)","Passeriformes","Calyptomenidae","gyhbro1","Gray-headed Broadbill (Zenker's)"
"Smithornis sharpei sharpei",13116,"issf","gyhbro3","Gray-headed Broadbill (Sharpe's)","Passeriformes","Calyptomenidae","gyhbro1","Gray-headed Broadbill (Sharpe's)"
"Smithornis sharpei eurylaemus",13117,"issf","gyhbro4","Gray-headed Broadbill (Gray-headed)","Passeriformes","Calyptomenidae","gyhbro1","Gray-headed Broadbill (Gray-headed)"
"Microtarsus priocephalus",24389,"species","gyhbul1","Gray-headed Bulbul","Passeriformes","Pycnonotidae",NA,"Gray-headed Bulbul"
"Pyrrhula erythaca",31968,"species","gyhbul2","Gray-headed Bullfinch","Passeriformes","Fringillidae",NA,"Gray-headed Bullfinch"
"Pyrrhula owstoni",31971,"species","gyhbul5","Taiwan Bullfinch","Passeriformes","Fringillidae",NA,"Taiwan Bullfinch"
"Emberiza buchanani",32460,"species","gyhbun1","Gray-necked Bunting","Passeriformes","Emberizidae",NA,"גיבתון הרים"
"Malaconotus blanchoti",19972,"species","gyhbus1","Gray-headed Bushshrike","Passeriformes","Malaconotidae",NA,"Gray-headed Bushshrike"
"Cnemoscopus rubrirostris",35143,"species","gyhbut1","Gray-hooded Bush Tanager","Passeriformes","Thraupidae",NA,"Gray-hooded Bush Tanager"
"Cnemoscopus rubrirostris rubrirostris",35144,"issf","gyhbut2","Gray-hooded Bush Tanager (Red-billed)","Passeriformes","Thraupidae","gyhbut1","Gray-hooded Bush Tanager (Red-billed)"
"Cnemoscopus rubrirostris chrysogaster",35145,"issf","gyhbut3","Gray-hooded Bush Tanager (Black-billed)","Passeriformes","Thraupidae","gyhbut1","Gray-hooded Bush Tanager (Black-billed)"
"Culicicapa ceylonensis",21700,"species","gyhcaf1","Gray-headed Canary-Flycatcher","Passeriformes","Stenostiridae",NA,"Gray-headed Canary-Flycatcher"
"Poecile cinctus",21883,"species","gyhchi","Gray-headed Chickadee","Passeriformes","Paridae",NA,"ירגזי סיבירי"
"Edolisoma schisticeps",18692,"species","gyhcus1","Gray-headed Cicadabird","Passeriformes","Campephagidae",NA,"Gray-headed Cicadabird"
"Leptotila plumbeiceps",2314,"species","gyhdov1","Gray-headed Dove","Columbiformes","Columbidae",NA,"Gray-headed Dove"
"Leptotila plumbeiceps plumbeiceps/notia",2315,"issf","gyhdov2","Gray-headed Dove (Gray-headed)","Columbiformes","Columbidae","gyhdov1","Gray-headed Dove (Gray-headed)"
"Leptotila plumbeiceps battyi/malae",2318,"issf","gyhdov3","Gray-headed Dove (Brown-backed)","Columbiformes","Columbidae","gyhdov1","Gray-headed Dove (Brown-backed)"
"Icthyophaga ichthyaetus",8285,"species","gyhfie1","Gray-headed Fish-Eagle","Accipitriformes","Accipitridae",NA,"Gray-headed Fish-Eagle"
"Mionectes rufiventris",16068,"species","gyhfly1","Gray-hooded Flycatcher","Passeriformes","Tyrannidae",NA,"Gray-hooded Flycatcher"
"Ptilinopus hyogastrus",2678,"species","gyhfrd1","Gray-headed Fruit-Dove","Columbiformes","Columbidae",NA,"Gray-headed Fruit-Dove"
"Tachyspiza poliocephala",8090,"species","gyhgos1","Gray-headed Goshawk","Accipitriformes","Accipitridae",NA,"Gray-headed Goshawk"
"Phyllastrephus poliocephalus",24212,"species","gyhgre1","Gray-headed Greenbul","Passeriformes","Pycnonotidae",NA,"Gray-headed Greenbul"
"Ptilotula keartlandi",17713,"species","gyhhon1","Gray-headed Honeyeater","Passeriformes","Meliphagidae",NA,"Gray-headed Honeyeater"
"Ducula radiata",2706,"species","gyhimp1","Gray-headed Imperial-Pigeon","Columbiformes","Columbidae",NA,"Gray-headed Imperial-Pigeon"
"Junco hyemalis caniceps",32860,"issf","gyhjun","Dark-eyed Junco (Gray-headed)","Passeriformes","Passerellidae","daejun","Dark-eyed Junco (Gray-headed)"
"Halcyon leucocephala",9982,"species","gyhkin1","Gray-headed Kingfisher","Coraciiformes","Alcedinidae",NA,"שלדג אפור-ראש"
"Vanellus cinereus",5821,"species","gyhlap1","Gray-headed Lapwing","Charadriiformes","Charadriidae",NA,"קיווית אפורת-ראש"
"Agapornis canus",12619,"species","gyhlov1","Gray-headed Lovebird","Psittaciformes","Psittaculidae",NA,"הבני אפור-ראש"
"Lonchura caniceps",30875,"species","gyhmun1","Gray-headed Munia","Passeriformes","Estrildidae",NA,"Gray-headed Munia"
"Nigrita canicapillus",30984,"species","gyhneg1","Gray-headed Nigrita","Passeriformes","Estrildidae",NA,"Gray-headed Nigrita"
"Delacourella capistrata",30995,"species","gyholi1","Gray-headed Oliveback","Passeriformes","Estrildidae",NA,"Gray-headed Oliveback"
"Psilopsiagon aymara",12687,"species","gyhpar1","Gray-hooded Parakeet","Psittaciformes","Psittacidae",NA,"Gray-hooded Parakeet"
"Psittacula finschii",12242,"species","gyhpar2","Gray-headed Parakeet","Psittaciformes","Psittaculidae",NA,"Gray-headed Parakeet"
"Paradoxornis gularis",25210,"species","gyhpar3","Gray-headed Parrotbill","Passeriformes","Paradoxornithidae",NA,"Gray-headed Parrotbill"
"Suthora zappeyi",25259,"species","gyhpar4","Gray-hooded Parrotbill","Passeriformes","Paradoxornithidae",NA,"Gray-hooded Parrotbill"
"Heteromyias albispecularis",21592,"species","gyhrob1","Arfak Robin","Passeriformes","Petroicidae",NA,"Arfak Robin"
"Heteromyias cinereifrons",21586,"species","gyhrob2","Gray-headed Robin","Passeriformes","Petroicidae",NA,"Gray-headed Robin"
"Phrygilus gayi",35060,"species","gyhsif1","Gray-hooded Sierra Finch","Passeriformes","Thraupidae",NA,"Gray-hooded Sierra Finch"
"Phrygilus gayi minor",35061,"issf","gyhsif2","Gray-hooded Sierra Finch (minor)","Passeriformes","Thraupidae","gyhsif1","Gray-hooded Sierra Finch (minor)"
"Phrygilus gayi gayi/caniceps",35062,"issf","gyhsif3","Gray-hooded Sierra Finch (gayi/caniceps)","Passeriformes","Thraupidae","gyhsif1","Gray-hooded Sierra Finch (gayi/caniceps)"
"Spermestes griseicapilla",30774,"species","gyhsil1","Gray-headed Silverbill","Passeriformes","Estrildidae",NA,"Gray-headed Silverbill"
"Pseudonigrita arnaudi",30450,"species","gyhsow1","Gray-capped Social-Weaver","Passeriformes","Ploceidae",NA,"Gray-capped Social-Weaver"
"Passer griseus",31313,"species","gyhspa1","Northern Gray-headed Sparrow","Passeriformes","Passeridae",NA,"דרור אפור-ראש"
"Cranioleuca semicinerea",15349,"species","gyhspi1","Gray-headed Spinetail","Passeriformes","Furnariidae",NA,"Gray-headed Spinetail"
"Deleornis axillaris",29877,"species","gyhsun1","Gray-headed Sunbird","Passeriformes","Nectariniidae",NA,"Gray-headed Sunbird"
"Aethopyga primigenia",30312,"species","gyhsun2","Gray-hooded Sunbird","Passeriformes","Nectariniidae",NA,"Gray-hooded Sunbird"
"Eucometis penicillata [spodocephalus Group]",34449,"issf","gyhtan1","Gray-headed Tanager (Gray-crested)","Passeriformes","Thraupidae","grhtan1","Gray-headed Tanager (Gray-crested)"
"Eucometis penicillata [penicillata Group]",34454,"issf","gyhtan2","Gray-headed Tanager (Gray-headed)","Passeriformes","Thraupidae","grhtan1","Gray-headed Tanager (Gray-headed)"
"Todirostrum poliocephalum",16265,"species","gyhtof1","Gray-headed Tody-Flycatcher","Passeriformes","Tyrannidae",NA,"Gray-headed Tody-Flycatcher"
"Cathartes melambrotus",7731,"species","gyhvul1","Greater Yellow-headed Vulture","Cathartiformes","Cathartidae",NA,"Greater Yellow-headed Vulture"
"Myiothlypis griseiceps",33999,"species","gyhwar1","Gray-headed Warbler","Passeriformes","Parulidae",NA,"Gray-headed Warbler"
"Phylloscopus xanthoschistos",24749,"species","gyhwar2","Gray-hooded Warbler","Passeriformes","Phylloscopidae",NA,"Gray-hooded Warbler"
"Heleia pinaiae",25335,"species","gyhwhe1","Gray-hooded Heleia","Passeriformes","Zosteropidae",NA,"Gray-hooded Heleia"
"Pachycephala simplex [griseiceps Group]",19320,"issf","gyhwhi1","Gray Whistler (Gray-headed)","Passeriformes","Pachycephalidae","grywhi2","Gray Whistler (Gray-headed)"
"Dendropicos spodocephalus",11198,"species","gyhwoo1","Mountain Gray Woodpecker","Piciformes","Picidae",NA,"Mountain Gray Woodpecker"
"Picus canus canus/jessoensis",11541,"issf","gyhwoo2","Gray-headed Woodpecker (Gray-headed)","Piciformes","Picidae","gyfwoo1","נקר אפור-ראש (אירואסייתי)"
"Picus canus [guerini Group]",11544,"issf","gyhwoo3","Gray-headed Woodpecker (Black-naped)","Piciformes","Picidae","gyfwoo1","Gray-headed Woodpecker (Black-naped)"
"Picus canus dedemi",11553,"issf","gyhwoo4","Gray-headed Woodpecker (Sumatran)","Piciformes","Picidae","gyfwoo1","Gray-headed Woodpecker (Sumatran)"
"Crypturellus duidae",114,"species","gyltin1","Gray-legged Tinamou","Tinamiformes","Tinamidae",NA,"Gray-legged Tinamou"
"Odontorchilus branickii",26931,"species","gymwre1","Gray-mantled Wren","Passeriformes","Troglodytidae",NA,"Gray-mantled Wren"
"Grallaria griseonucha",14107,"species","gynant1","Gray-naped Antpitta","Passeriformes","Grallariidae",NA,"Gray-naped Antpitta"
"Picathartes oreas",21660,"species","gynroc1","Gray-necked Rockfowl","Passeriformes","Picathartidae",NA,"Gray-necked Rockfowl"
"Phyllastrephus cerviniventris",24199,"species","gyogre1","Gray-olive Greenbul","Passeriformes","Pycnonotidae",NA,"Gray-olive Greenbul"
"Gyps sp.",7857,"spuh","gyps1","Gyps sp.","Accipitriformes","Accipitridae",NA,"נשר Gyps בלתי-מזוהה"
"Falco rusticolus",11996,"species","gyrfal","Gyrfalcon","Falconiformes","Falconidae",NA,"בז צפון"
"Pseudhirundo griseopyga",23793,"species","gyrswa1","Gray-rumped Swallow","Passeriformes","Hirundinidae",NA,"Gray-rumped Swallow"
"Chaetura cinereiventris [sclateri Group]",3829,"issf","gyrswi1","Gray-rumped Swift (Ash-rumped)","Apodiformes","Apodidae","grrswi1","Gray-rumped Swift (Ash-rumped)"
"Chaetura cinereiventris cinereiventris",3834,"issf","gyrswi2","Gray-rumped Swift (Gray-rumped)","Apodiformes","Apodidae","grrswi1","Gray-rumped Swift (Gray-rumped)"
"Chaetura cinereiventris phaeopygos",3827,"issf","gyrswi3","Gray-rumped Swift (phaeopygos)","Apodiformes","Apodidae","grrswi1","Gray-rumped Swift (phaeopygos)"
"Chaetura cinereiventris occidentalis",3828,"issf","gyrswi4","Gray-rumped Swift (occidentalis)","Apodiformes","Apodidae","grrswi1","Gray-rumped Swift (occidentalis)"
"Collocalia marginata",3890,"species","gyrswi5","Gray-rumped Swiftlet","Apodiformes","Apodidae",NA,"Gray-rumped Swiftlet"
"Hemiprocne longipennis",4147,"species","gyrtre1","Gray-rumped Treeswift","Apodiformes","Hemiprocnidae",NA,"Gray-rumped Treeswift"
"Cettia brunnifrons",24865,"species","gysbuw1","Gray-sided Bush Warbler","Passeriformes","Scotocercidae",NA,"Gray-sided Bush Warbler"
"Dicaeum celebicum",29830,"species","gysflo1","Gray-sided Flowerpecker","Passeriformes","Dicaeidae",NA,"Gray-sided Flowerpecker"
"Dicaeum celebicum [celebicum Group]",29831,"issf","gysflo2","Gray-sided Flowerpecker (Gray-sided)","Passeriformes","Dicaeidae","gysflo1","Gray-sided Flowerpecker (Gray-sided)"
"Dicaeum celebicum kuehni",29836,"issf","gysflo3","Gray-sided Flowerpecker (Wakatobi)","Passeriformes","Dicaeidae","gysflo1","Gray-sided Flowerpecker (Wakatobi)"
"Muscicapa griseisticta",28522,"species","gysfly1","Gray-streaked Flycatcher","Passeriformes","Muscicapidae",NA,"חטפית משורטטת"
"Pternistis griseostriatus",1784,"species","gysfra1","Gray-striped Spurfowl","Galliformes","Phasianidae",NA,"Gray-striped Spurfowl"
"Pterorhinus caerulatus",26584,"species","gyslau","Gray-sided Laughingthrush","Passeriformes","Leiothrichidae",NA,"Gray-sided Laughingthrush"
"Erythrogenys swinhoei",25845,"species","gysscb1","Gray-sided Scimitar-Babbler","Passeriformes","Timaliidae",NA,"Gray-sided Scimitar-Babbler"
"Turdus feae",28425,"species","gysthr1","Gray-sided Thrush","Passeriformes","Turdidae",NA,"קיכלי אפור-צד"
"Stachyris nigriceps",25857,"species","gytbab1","Gray-throated Babbler","Passeriformes","Timaliidae",NA,"Gray-throated Babbler"
"Gymnobucco bonapartei",10451,"species","gytbar1","Gray-throated Barbet","Piciformes","Lybiidae",NA,"Gray-throated Barbet"
"Gymnobucco bonapartei bonapartei",10452,"issf","gytbar2","Gray-throated Barbet (Gray-throated)","Piciformes","Lybiidae","gytbar1","Gray-throated Barbet (Gray-throated)"
"Gymnobucco bonapartei cinereiceps",10453,"issf","gytbar3","Gray-throated Barbet (Gray-headed)","Piciformes","Lybiidae","gytbar1","Gray-throated Barbet (Gray-headed)"
"Alophoixus frater",24228,"species","gytbul1","Gray-throated Bulbul","Passeriformes","Pycnonotidae",NA,"Gray-throated Bulbul"
"Sclerurus albigularis canigularis",14411,"issf","gytlea1","Gray-throated Leaftosser (Central American)","Passeriformes","Furnariidae","grtlea1","Gray-throated Leaftosser (Central American)"
"Sclerurus albigularis [albigularis Group]",14412,"issf","gytlea8","Gray-throated Leaftosser (South American)","Passeriformes","Furnariidae","grtlea1","Gray-throated Leaftosser (South American)"
"Riparia chinensis",23817,"species","gytmar1","Gray-throated Martin","Passeriformes","Hirundinidae",NA,"כוכית אפורת-גרון"
"Snowornis subalaris",15742,"species","gytpih1","Gray-tailed Piha","Passeriformes","Cotingidae",NA,"Gray-tailed Piha"
"Canirallus oculeus",5351,"species","gytrai1","Gray-throated Rail","Gruiformes","Rallidae",NA,"Gray-throated Rail"
"Tringa brevipes",6071,"species","gyttat1","Gray-tailed Tattler","Charadriiformes","Scolopacidae",NA,"ביצנית אפורת-זנב"
"Fraseria griseigularis",28628,"species","gyttif1","Gray-throated Tit-Flycatcher","Passeriformes","Muscicapidae",NA,"Gray-throated Tit-Flycatcher"
"Microspingus cabanisi",34437,"species","gytwaf1","Gray-throated Warbling Finch","Passeriformes","Thraupidae",NA,"Gray-throated Warbling Finch"
"Myiothlypis cinereicollis",34036,"species","gytwar1","Gray-throated Warbler","Passeriformes","Parulidae",NA,"Gray-throated Warbler"
"Zosterops hamlini",25586,"species","gytwhe2","Bougainville White-eye","Passeriformes","Zosteropidae",NA,"Bougainville White-eye"
"Zosterops oblitus",25587,"species","gytwhe4","Guadalcanal White-eye","Passeriformes","Zosteropidae",NA,"Guadalcanal White-eye"
"Zosterops rendovae",25588,"species","gytwhe5","Makira White-eye","Passeriformes","Zosteropidae",NA,"Makira White-eye"
"Turdus boulboul",28412,"species","gywbla1","Gray-winged Blackbird","Passeriformes","Turdidae",NA,"Gray-winged Blackbird"
"Lipaugus conditus",15773,"species","gywcot1","Gray-winged Cotinga","Passeriformes","Cotingidae",NA,"Gray-winged Cotinga"
"Scleroptila afra",1645,"species","gywfra1","Gray-winged Francolin","Galliformes","Phasianidae",NA,"Gray-winged Francolin"
"Incaspiza ortizi",35122,"species","gywinf1","Gray-winged Inca-Finch","Passeriformes","Thraupidae",NA,"Gray-winged Inca-Finch"
"Sheppardia polioptera",29038,"species","gywroc1","Gray-winged Robin-Chat","Passeriformes","Muscicapidae",NA,"Gray-winged Robin-Chat"
"Sheppardia polioptera nigriceps/tessmanni",29039,"issf","gywroc2","Gray-winged Robin-Chat (Black-capped)","Passeriformes","Muscicapidae","gywroc1","Gray-winged Robin-Chat (Black-capped)"
"Sheppardia polioptera polioptera",29042,"issf","gywroc3","Gray-winged Robin-Chat (Gray-winged)","Passeriformes","Muscicapidae","gywroc1","Gray-winged Robin-Chat (Gray-winged)"
"Psophia crepitans",5621,"species","gywtru1","Gray-winged Trumpeter","Gruiformes","Psophiidae",NA,"Gray-winged Trumpeter"
"Psophia crepitans napensis",5622,"issf","gywtru2","Gray-winged Trumpeter (Napo)","Gruiformes","Psophiidae","gywtru1","Gray-winged Trumpeter (Napo)"
"Psophia crepitans crepitans",5624,"issf","gywtru3","Gray-winged Trumpeter (Gray-winged)","Gruiformes","Psophiidae","gywtru1","Gray-winged Trumpeter (Gray-winged)"
"Tricholaema hirsuta",10515,"species","habbar1","Hairy-breasted Barbet","Piciformes","Lybiidae",NA,"Hairy-breasted Barbet"
"Tricholaema hirsuta hirsuta",10516,"issf","habbar2","Hairy-breasted Barbet (Hairy-breasted)","Piciformes","Lybiidae","habbar1","Hairy-breasted Barbet (Hairy-breasted)"
"Tricholaema hirsuta [flavipunctata Group]",10517,"issf","habbar3","Hairy-breasted Barbet (Streaky-throated)","Piciformes","Lybiidae","habbar1","Hairy-breasted Barbet (Streaky-throated)"
"Tricholestes criniger",24218,"species","habbul1","Hairy-backed Bulbul","Passeriformes","Pycnonotidae",NA,"Hairy-backed Bulbul"
"Cyornis hainanus",28846,"species","habfly1","Hainan Blue Flycatcher","Passeriformes","Muscicapidae",NA,"Hainan Blue Flycatcher"
"Rhegmatorhina melanosticta",13962,"species","hacant1","Hairy-crested Antbird","Passeriformes","Thamnophilidae",NA,"Hairy-crested Antbird"
"Dicrurus hottentottus",20257,"species","hacdro1","Hair-crested Drongo","Passeriformes","Dicruridae",NA,"Hair-crested Drongo"
"Dicrurus hottentottus pectoralis",20270,"issf","hacdro10","Hair-crested Drongo (Sula)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (Sula)"
"Dicrurus hottentottus suluensis",20271,"issf","hacdro11","Hair-crested Drongo (Sulu)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (Sulu)"
"Dicrurus hottentottus leucops/banggaiensis",20266,"issf","hacdro12","Hair-crested Drongo (White-eyed)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (White-eyed)"
"Dicrurus striatus",20272,"species","hacdro3","Short-tailed Drongo","Passeriformes","Dicruridae",NA,"Short-tailed Drongo"
"Dicrurus hottentottus borneensis",20262,"issf","hacdro4","Hair-crested Drongo (Bornean)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (Bornean)"
"Dicrurus palawanensis cuyensis",20277,"issf","hacdro5","Palawan Drongo (Cuyo)","Passeriformes","Dicruridae","paldro1","Palawan Drongo (Cuyo)"
"Dicrurus hottentottus hottentottus/brevirostris",20258,"issf","hacdro6","Hair-crested Drongo (Hair-crested)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (Hair-crested)"
"Dicrurus hottentottus jentincki/faberi",20263,"issf","hacdro7","Hair-crested Drongo (Javan)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (Javan)"
"Dicrurus hottentottus guillemardi",20269,"issf","hacdro8","Hair-crested Drongo (Obi)","Passeriformes","Dicruridae","hacdro1","Hair-crested Drongo (Obi)"
"Dicrurus palawanensis palawanensis",20276,"issf","hacdro9","Palawan Drongo (Palawan)","Passeriformes","Dicruridae","paldro1","Palawan Drongo (Palawan)"
"Alcedo semitorquata",9819,"species","hackin1","Half-collared Kingfisher","Coraciiformes","Alcedinidae",NA,"Half-collared Kingfisher"
"Arremon semitorquatus",32791,"species","hacspa1","Half-collared Sparrow","Passeriformes","Passerellidae",NA,"Half-collared Sparrow"
"Bostrychia hagedash",7431,"species","hadibi1","Hadada Ibis","Pelecaniformes","Threskiornithidae",NA,"Hadada Ibis"
"Haemorhous sp.",32055,"spuh","haemor1","Haemorhous sp.","Passeriformes","Fringillidae",NA,"Haemorhous sp."
"Arborophila ardens",1179,"species","haipar1","Hainan Partridge","Galliformes","Phasianidae",NA,"Hainan Partridge"
"Dryobates villosus",11314,"species","haiwoo","Hairy Woodpecker","Piciformes","Picidae",NA,"Hairy Woodpecker"
"Dryobates villosus [harrisi Group]",11322,"issf","haiwoo1","Hairy Woodpecker (Pacific)","Piciformes","Picidae","haiwoo","Hairy Woodpecker (Pacific)"
"Dryobates villosus [villosus Group]",11315,"issf","haiwoo2","Hairy Woodpecker (Eastern)","Piciformes","Picidae","haiwoo","Hairy Woodpecker (Eastern)"
"Dryobates villosus extimus",11333,"issf","haiwoo3","Hairy Woodpecker (Costa Rican)","Piciformes","Picidae","haiwoo","Hairy Woodpecker (Costa Rican)"
"Dryobates villosus jardinii/sanctorum",11330,"issf","haiwoo4","Hairy Woodpecker (South Mexican)","Piciformes","Picidae","haiwoo","Hairy Woodpecker (South Mexican)"
"Dryobates villosus orius/icastus",11327,"issf","haiwoo5","Hairy Woodpecker (Rocky Mts.)","Piciformes","Picidae","haiwoo","Hairy Woodpecker (Rocky Mts.)"
"Pomatostomus halli",18319,"species","halbab1","Hall's Babbler","Passeriformes","Pomatostomidae",NA,"Hall's Babbler"
"Coracina parvula",18564,"species","halcus1","Halmahera Cuckooshrike","Passeriformes","Campephagidae",NA,"Halmahera Cuckooshrike"
"Hypsipetes chloris",24330,"species","halgob1","Halmahera Golden-Bulbul","Passeriformes","Pycnonotidae",NA,"Halmahera Golden-Bulbul"
"Haliaeetus/Icthyophaga sp.",8287,"spuh","haliae1","Haliaeetus/Icthyophaga sp.","Accipitriformes","Accipitridae",NA,"Haliaeetus/Icthyophaga sp."
"Oriolus phaeochromus",19385,"species","halori1","Halmahera Oriole","Passeriformes","Oriolidae",NA,"Halmahera Oriole"
"Phylloscopus hainanus",24758,"species","halwar1","Hainan Leaf Warbler","Passeriformes","Phylloscopidae",NA,"Hainan Leaf Warbler"
"Scopus umbretta",7690,"species","hamerk1","Hamerkop","Pelecaniformes","Scopidae",NA,"פטישן"
"Empidonax hammondii",16797,"species","hamfly","Hammond's Flycatcher","Passeriformes","Tyrannidae",NA,"Hammond's Flycatcher"
"Ninox hantu",9284,"species","hanboo1","Buru Boobook","Strigiformes","Strigidae",NA,"Buru Boobook"
"Ninox squamipila",9283,"species","hanboo2","Seram Boobook","Strigiformes","Strigidae",NA,"Seram Boobook"
"Nephelomyias pulcher",16379,"species","hanfly1","Handsome Flycatcher","Passeriformes","Tyrannidae",NA,"Handsome Flycatcher"
"Pternistis nobilis",1776,"species","hanfra2","Handsome Spurfowl","Galliformes","Phasianidae",NA,"Handsome Spurfowl"
"Pipreola formosa",15710,"species","hanfru1","Handsome Fruiteater","Passeriformes","Cotingidae",NA,"Handsome Fruiteater"
"Loriculus sp.",12614,"spuh","hangin1","hanging-parrot sp.","Psittaciformes","Psittaculidae",NA,"hanging-parrot sp."
"Aethopyga bella",30293,"species","hansun1","Handsome Sunbird","Passeriformes","Nectariniidae",NA,"Handsome Sunbird"
"Pheugopedius felix",27261,"species","hapwre1","Happy Wren","Passeriformes","Troglodytidae",NA,"Happy Wren"
"Pheugopedius felix [felix Group]",27262,"issf","hapwre8","Happy Wren (Mainland)","Passeriformes","Troglodytidae","hapwre1","Happy Wren (Mainland)"
"Pheugopedius felix lawrencii",27267,"issf","hapwre9","Happy Wren (Tres Marias Is.)","Passeriformes","Troglodytidae","hapwre1","Happy Wren (Tres Marias Is.)"
"Rhegmatorhina berlepschi",13957,"species","harant1","Harlequin Antbird","Passeriformes","Thamnophilidae",NA,"Harlequin Antbird"
