"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Ardea alba melanorhynchos",7637,"issf","greegr4","Great Egret (African)","Pelecaniformes","Ardeidae","greegr","לבנית גדולה (אפריקנית)"
"Myiopagis viridicata",16504,"species","greela","Greenish Elaenia","Passeriformes","Tyrannidae",NA,"Greenish Elaenia"
"Elaenia dayi",16525,"species","greela1","Great Elaenia","Passeriformes","Tyrannidae",NA,"Great Elaenia"
"Myiopagis viridicata minima/jaliscensis",16505,"issf","greela2","Greenish Elaenia (West Mexico)","Passeriformes","Tyrannidae","greela","Greenish Elaenia (West Mexico)"
"Myiopagis viridicata [viridicata Group]",16508,"issf","greela3","Greenish Elaenia (Greenish)","Passeriformes","Tyrannidae","greela","Greenish Elaenia (Greenish)"
"Pycnonotidae sp. (greenbul sp.)",24217,"spuh","greenb1","greenbul sp.","Passeriformes","Pycnonotidae",NA,"greenbul sp."
"Hylophilus/Tunchiornis/Pachysylvia sp.",18957,"spuh","greenl1","greenlet sp.","Passeriformes","Vireonidae",NA,"greenlet sp."
"Cissa sp.",21209,"spuh","greenm1","green-magpie sp.","Passeriformes","Corvidae",NA,"green-magpie sp."
"Eremomela scotops",22726,"species","greere1","Green-capped Eremomela","Passeriformes","Cisticolidae",NA,"Green-capped Eremomela"
"Phoenicopterus ruber/roseus",6736,"slash","grefla","American/Greater Flamingo","Phoenicopteriformes","Phoenicopteridae",NA,"פלמינגו גדול/אמריקני"
"Chrysocolaptes guttacristatus",11411,"species","grefla1","Greater Flameback","Piciformes","Picidae",NA,"Greater Flameback"
"Phoenicopterus ruber",6732,"species","grefla2","American Flamingo","Phoenicopteriformes","Phoenicopteridae",NA,"פלמינגו אמריקני"
"Phoenicopterus roseus",6734,"species","grefla3","Greater Flamingo","Phoenicopteriformes","Phoenicopteridae",NA,"פלמינגו גדול"
"Chrysocolaptes socialis",11416,"species","grefla4","Malabar Flameback","Piciformes","Picidae",NA,"Malabar Flameback"
"Diglossa major",35013,"species","greflo1","Greater Flowerpiercer","Passeriformes","Thraupidae",NA,"Greater Flowerpiercer"
"Myiarchus nugator",17177,"species","grefly1","Grenada Flycatcher","Passeriformes","Tyrannidae",NA,"Grenada Flycatcher"
"Fregata minor",7241,"species","grefri","Great Frigatebird","Suliformes","Fregatidae",NA,"פריגט גדול"
"Podiceps major",6784,"species","gregre1","Great Grebe","Podicipediformes","Podicipedidae",NA,"Great Grebe"
"Phaethornis guy",4205,"species","greher1","Green Hermit","Apodiformes","Trochilidae",NA,"Green Hermit"
"Alaemon alaudipes boavistae",22112,"issf","grehol1","Greater Hoopoe-Lark (Cape Verde)","Passeriformes","Alaudidae","grhlar1","אלימון (כף ורדה)"
"Alaemon alaudipes [alaudipes Group]",22113,"issf","grehol2","Greater Hoopoe-Lark (Mainland)","Passeriformes","Alaudidae","grhlar1","אלימון (מערבי)"
"Chlorophanes spiza",34901,"species","grehon1","Green Honeycreeper","Passeriformes","Thraupidae",NA,"Green Honeycreeper"
"Indicator indicator",10889,"species","grehon2","Greater Honeyguide","Piciformes","Indicatoridae",NA,"Greater Honeyguide"
"Buceros bicornis",9617,"species","grehor1","Great Hornbill","Bucerotiformes","Bucerotidae",NA,"Great Hornbill"
"Hylia prasina",24812,"species","grehyl1","Green Hylia","Passeriformes","Hyliidae",NA,"Green Hylia"
"Mesembrinibis cayennensis",7392,"species","greibi1","Green Ibis","Pelecaniformes","Threskiornithidae",NA,"Green Ibis"
"Vidua codringtoni",31197,"species","greind1","Green Indigobird","Passeriformes","Viduidae",NA,"Green Indigobird"
"Aegithina lafresnayei",19807,"species","greior1","Great Iora","Passeriformes","Aegithinidae",NA,"Great Iora"
"Aegithina viridissima",19804,"species","greior2","Green Iora","Passeriformes","Aegithinidae",NA,"Green Iora"
"Jacamerops aureus",10416,"species","grejac2","Great Jacamar","Galbuliformes","Galbulidae",NA,"Great Jacamar"
"Neomixis viridis",22696,"species","grejer1","Green Jery","Passeriformes","Cisticolidae",NA,"Green Jery"
"Gallus varius",1585,"species","grejun1","Green Junglefowl","Galliformes","Phasianidae",NA,"Green Junglefowl"
"Gallus sonneratii",1593,"species","grejun2","Gray Junglefowl","Galliformes","Phasianidae",NA,"Gray Junglefowl"
"Falco rupicoloides",11909,"species","grekes1","Greater Kestrel","Falconiformes","Falconidae",NA,"Greater Kestrel"
"Pitangus sulphuratus",17199,"species","grekis","Great Kiskadee","Passeriformes","Tyrannidae",NA,"Great Kiskadee"
"Calidris tenuirostris",6103,"species","grekno","Great Knot","Charadriiformes","Scolopacidae",NA,"חופית גדולה"
"Coccyzus merlini",3200,"species","grelic1","Great Lizard-Cuckoo","Cuculiformes","Cuculidae",NA,"Great Lizard-Cuckoo"
"Coccyzus merlini bahamensis",3201,"issf","grelic2","Great Lizard-Cuckoo (Bahamas)","Cuculiformes","Cuculidae","grelic1","Great Lizard-Cuckoo (Bahamas)"
"Coccyzus merlini [merlini Group]",3202,"issf","grelic3","Great Lizard-Cuckoo (Cuban)","Cuculiformes","Cuculidae","grelic1","Great Lizard-Cuckoo (Cuban)"
"Cissa chinensis",21194,"species","gremag1","Common Green-Magpie","Passeriformes","Corvidae",NA,"Common Green-Magpie"
"Anthracothorax viridis",4341,"species","greman1","Green Mango","Apodiformes","Trochilidae",NA,"Green Mango"
"Cryptopipo holochlora",15566,"species","greman2","Green Manakin","Passeriformes","Pipridae",NA,"Green Manakin"
"Megalampitta gigantea",20794,"species","gremel1","Greater Melampitta","Passeriformes","Melampittidae",NA,"Greater Melampitta"
"Lyncornis macrotis",3410,"species","grenig1","Great Eared-Nightjar","Caprimulgiformes","Caprimulgidae",NA,"Great Eared-Nightjar"
"Oriolus flavocinctus",19392,"species","greori1","Green Oriole","Passeriformes","Oriolidae",NA,"Green Oriole"
"Psarocolius viridis",33345,"species","greoro1","Green Oropendola","Passeriformes","Icteridae",NA,"Green Oropendola"
"Embernagra platensis olivascens",35219,"issf","grepaf1","Great Pampa-Finch (Western)","Passeriformes","Thraupidae","grpfin1","Great Pampa-Finch (Western)"
"Embernagra platensis platensis",35220,"issf","grepaf2","Great Pampa-Finch (Eastern)","Passeriformes","Thraupidae","grpfin1","Great Pampa-Finch (Eastern)"
"Psittacus erithacus",12642,"species","grepar","Gray Parrot","Psittaciformes","Psittacidae",NA,"תוכי אפור"
"Paradoxornis aemodius",25205,"species","grepar1","Great Parrotbill","Passeriformes","Paradoxornithidae",NA,"Great Parrotbill"
"Pavo muticus",1541,"species","grepea1","Green Peafowl","Galliformes","Phasianidae",NA,"טווס ירוק"
"Contopus pertinax",16725,"species","grepew","Greater Pewee","Passeriformes","Tyrannidae",NA,"Greater Pewee"
"Contopus pertinax pertinax",16726,"issf","grepew1","Greater Pewee (Mexican)","Passeriformes","Tyrannidae","grepew","Greater Pewee (Mexican)"
"Contopus pertinax minor",16727,"issf","grepew2","Greater Pewee (Central American)","Passeriformes","Tyrannidae","grepew","Greater Pewee (Central American)"
"Nyctibius grandis",3693,"species","grepot1","Great Potoo","Nyctibiiformes","Nyctibiidae",NA,"Great Potoo"
"Tympanuchus cupido pinnatus",1304,"issf","greprc1","Greater Prairie-Chicken (pinnatus)","Galliformes","Phasianidae","grpchi","Greater Prairie-Chicken (pinnatus)"
"Haplophaedia aureliae",4513,"species","grepuf1","Greenish Puffleg","Apodiformes","Trochilidae",NA,"Greenish Puffleg"
"Rhea americana",29,"species","grerhe1","Greater Rhea","Rheiformes","Rheidae",NA,"Greater Rhea"
"Geococcyx californianus",2996,"species","greroa","Greater Roadrunner","Cuculiformes","Cuculidae",NA,"Greater Roadrunner"
"Carpodacus rubicilla",31910,"species","greros1","Great Rosefinch","Passeriformes","Fringillidae",NA,"ורדית גדולה"
"Platycercus caledonicus",12361,"species","greros2","Green Rosella","Psittaciformes","Psittaculidae",NA,"Green Rosella"
"Carpodacus rubicilla rubicilla",31911,"issf","greros3","Great Rosefinch (Great)","Passeriformes","Fringillidae","greros1","ורדית גדולה (קווקזית)"
"Carpodacus rubicilla [severtzovi Group]",31912,"issf","greros4","Great Rosefinch (Spotted)","Passeriformes","Fringillidae","greros1","Great Rosefinch (Spotted)"
"Pterophanes cyanopterus",4613,"species","gresap1","Great Sapphirewing","Apodiformes","Trochilidae",NA,"Great Sapphirewing"
"Aythya marila",669,"species","gresca","Greater Scaup","Anseriformes","Anatidae",NA,"צולל ימי"
"Schiffornis virescens",15838,"species","gresch2","Greenish Schiffornis","Passeriformes","Tityridae",NA,"Greenish Schiffornis"
"Drymotoxeres pucheranii",14765,"species","grescy1","Greater Scythebill","Passeriformes","Furnariidae",NA,"Greater Scythebill"
"Ardenna gravis",7126,"species","greshe","Great Shearwater","Procellariiformes","Procellariidae",NA,"יסעור שחור-כיפה"
"Heinrichia calligyna",29078,"species","gresho1","Great Shortwing","Passeriformes","Muscicapidae",NA,"Great Shortwing"
"Heinrichia calligyna simplex",29079,"issf","gresho2","Great Shortwing (Minahasa)","Passeriformes","Muscicapidae","gresho1","Great Shortwing (Minahasa)"
"Heinrichia calligyna calligyna/picta",29080,"issf","gresho3","Great Shortwing (Great)","Passeriformes","Muscicapidae","gresho1","Great Shortwing (Great)"
"Agriornis lividus",16973,"species","gresht1","Great Shrike-Tyrant","Passeriformes","Tyrannidae",NA,"Great Shrike-Tyrant"
"Stercorarius skua",6301,"species","gresku1","Great Skua","Charadriiformes","Stercorariidae",NA,"חמסן גדול"
"Gallinago media",6028,"species","gresni1","Great Snipe","Charadriiformes","Scolopacidae",NA,"חרטומית בינונית"
"Synallaxis hypochondriaca",15420,"species","grespi2","Great Spinetail","Passeriformes","Furnariidae",NA,"Great Spinetail"
"Cecropis cucullata",23999,"species","grests1","Greater Striped Swallow","Passeriformes","Hirundinidae",NA,"Greater Striped Swallow"
"Anas gracilis",613,"species","gretea1","Gray Teal","Anseriformes","Anatidae",NA,"Gray Teal"
"Discosura conversii",4383,"species","gretho1","Green Thorntail","Apodiformes","Trochilidae",NA,"Green Thorntail"
"Phacellodomus ruber",15208,"species","gretho2","Greater Thornbird","Passeriformes","Furnariidae",NA,"Greater Thornbird"
"Turdus fuscater",28393,"species","grethr1","Great Thrush","Passeriformes","Turdidae",NA,"Great Thrush"
"Tinamus major",61,"species","gretin1","Great Tinamou","Tinamiformes","Tinamidae",NA,"Great Tinamou"
"Pogoniulus simplex",10481,"species","gretin2","Green Tinkerbird","Piciformes","Lybiidae",NA,"Green Tinkerbird"
"Parus major",21951,"species","gretit1","Great Tit","Passeriformes","Paridae",NA,"ירגזי מצוי"
"Parus cinereus [cinereus Group]",21970,"issf","gretit2","Asian Tit (Cinereous)","Passeriformes","Paridae","cintit13","ירגזי אפרפר (מרכז אסיה)"
"Parus major [major Group]",21952,"issf","gretit3","Great Tit (Great)","Passeriformes","Paridae","gretit1","ירגזי מצוי (אירופי)"
"Phyllomyias virescens",16595,"species","gretyr1","Greenish Tyrannulet","Passeriformes","Tyrannidae",NA,"Greenish Tyrannulet"
"Phylloscopus trochiloides/plumbeitarsus",24699,"slash","grewar1","Greenish/Two-barred Warbler","Passeriformes","Phylloscopidae",NA,"עלווית בלטית/כפולת-פס"
"Phylloscopus plumbeitarsus",24698,"species","grewar2","Two-barred Warbler","Passeriformes","Phylloscopidae",NA,"עלווית כפולת-פס"
"Phylloscopus trochiloides",24691,"species","grewar3","Greenish Warbler","Passeriformes","Phylloscopidae",NA,"עלווית בלטית"
"Phylloscopus trochiloides obscuratus",24696,"issf","grewar4","Greenish Warbler (obscuratus)","Passeriformes","Phylloscopidae","grewar3","Greenish Warbler (obscuratus)"
"Phylloscopus trochiloides trochiloides/ludlowi",24693,"issf","grewar5","Greenish Warbler (trochiloides/ludlowi)","Passeriformes","Phylloscopidae","grewar3","עלווית בלטית (מזרחית)"
"Phylloscopus trochiloides viridanus",24692,"issf","grewar6","Greenish Warbler (viridanus)","Passeriformes","Phylloscopidae","grewar3","עלווית בלטית (מערבית)"
"Stigmatura budytoides [budytoides Group]",16664,"issf","grewat1","Greater Wagtail-Tyrant (Greater)","Passeriformes","Tyrannidae","grwtyr1","Greater Wagtail-Tyrant (Greater)"
"Stigmatura budytoides gracilis",16668,"issf","grewat2","Greater Wagtail-Tyrant (Caatinga)","Passeriformes","Tyrannidae","grwtyr1","Greater Wagtail-Tyrant (Caatinga)"
"Curruca communis",25127,"species","grewhi1","Greater Whitethroat","Passeriformes","Sylviidae",NA,"סבכי קוצים"
"Artamus maximus",19516,"species","grewoo1","Great Woodswallow","Passeriformes","Artamidae",NA,"Great Woodswallow"
"Phoeniculus purpureus",9515,"species","grewoo2","Green Woodhoopoe","Bucerotiformes","Phoeniculidae",NA,"Green Woodhoopoe"
"Megaxenops parnaguae",14969,"species","grexen1","Great Xenops","Passeriformes","Furnariidae",NA,"Great Xenops"
"Tringa melanoleuca",6092,"species","greyel","Greater Yellowlegs","Charadriiformes","Scolopacidae",NA,"ביצנית עקודה"
"Chrysophlegma flavinucha",11574,"species","greyel1","Greater Yellownape","Piciformes","Picidae",NA,"Greater Yellownape"
"Leptotila rufaxilla",2321,"species","grfdov1","Gray-fronted Dove","Columbiformes","Columbidae",NA,"Gray-fronted Dove"
"Tachyspiza soloensis",8082,"species","grfhaw1","Chinese Sparrowhawk","Accipitriformes","Accipitridae",NA,"נץ סיני"
"Ramosomyia viridifrons",4990,"species","grfhum1","Green-fronted Hummingbird","Apodiformes","Trochilidae",NA,"Green-fronted Hummingbird"
"Doryfera ludovicae",4282,"species","grflan1","Green-fronted Lancebill","Apodiformes","Trochilidae",NA,"Green-fronted Lancebill"
"Erythrura viridifacies",30907,"species","grfpar1","Green-faced Parrotfinch","Passeriformes","Estrildidae",NA,"Green-faced Parrotfinch"
"Chloropsis sonnerati",30385,"species","grglea1","Greater Green Leafbird","Passeriformes","Chloropseidae",NA,"Greater Green Leafbird"
"Ara ambiguus",13025,"species","grgmac","Great Green Macaw","Psittaciformes","Psittacidae",NA,"Great Green Macaw"
"Strix nebulosa",9141,"species","grgowl","Great Gray Owl","Strigiformes","Strigidae",NA,"לילית אפורה"
"Strix nebulosa nebulosa",9142,"issf","grgowl1","Great Gray Owl (American)","Strigiformes","Strigidae","grgowl","Great Gray Owl (American)"
"Strix nebulosa lapponica",9143,"issf","grgowl2","Great Gray Owl (Lapland)","Strigiformes","Strigidae","grgowl","לילית אפורה (לפלנד)"
"Amalocichla sclateriana",21482,"species","grgrob1","Greater Ground-Robin","Passeriformes","Petroicidae",NA,"Greater Ground-Robin"
"Lanius excubitor aucheri/buryi",20891,"issf","grgshr1","Great Gray Shrike (Arabian)","Passeriformes","Laniidae","norshr1","חנקן גדול (מזרח תיכוני)"
"Lanius excubitor [excubitor Group]",20882,"issf","grgshr2","Great Gray Shrike (Great Gray)","Passeriformes","Laniidae","norshr1","חנקן גדול (צפוני)"
"Lanius excubitor lahtora",20896,"issf","grgshr3","Great Gray Shrike (Indian)","Passeriformes","Laniidae","norshr1","חנקן גדול (הודי)"
"Lanius excubitor [elegans Group]",20886,"issf","grgshr4","Great Gray Shrike (Sahara)","Passeriformes","Laniidae","norshr1","חנקן גדול (מדברי)"
"Lanius excubitor uncinatus",20894,"issf","grgshr5","Great Gray Shrike (Socotra)","Passeriformes","Laniidae","norshr1","חנקן גדול (סוקוטרה)"
"Chlorornis riefferii",34566,"species","grgtan1","Grass-green Tanager","Passeriformes","Thraupidae",NA,"Grass-green Tanager"
"Helopsaltes fasciolatus",23549,"species","grgwar1","Gray's Grasshopper Warbler","Passeriformes","Locustellidae",NA,"חרגולן גדול"
"Ortalis cinereiceps",833,"species","grhcha1","Gray-headed Chachalaca","Galliformes","Cracidae",NA,"Gray-headed Chachalaca"
"Chroicocephalus cirrocephalus",6415,"species","grhgul","Gray-hooded Gull","Charadriiformes","Laridae",NA,"שחף אפור-ראש"
"Leptodon cayanensis",7776,"species","grhkit1","Gray-headed Kite","Accipitriformes","Accipitridae",NA,"Gray-headed Kite"
"Alaemon alaudipes",22111,"species","grhlar1","Greater Hoopoe-Lark","Passeriformes","Alaudidae",NA,"אלימון"
"Oriolus chlorocephalus",19445,"species","grhori1","Green-headed Oriole","Passeriformes","Oriolidae",NA,"Green-headed Oriole"
"Bubo virginianus",8811,"species","grhowl","Great Horned Owl","Strigiformes","Strigidae",NA,"Great Horned Owl"
"Bubo magellanicus",8827,"species","grhowl2","Lesser Horned Owl","Strigiformes","Strigidae",NA,"Lesser Horned Owl"
"Piprites griseiceps",15992,"species","grhpip1","Gray-headed Piprites","Passeriformes","Tyrannidae",NA,"Gray-headed Piprites"
"Eucometis penicillata",34448,"species","grhtan1","Gray-headed Tanager","Passeriformes","Thraupidae",NA,"Gray-headed Tanager"
"Tangara seledon",34788,"species","grhtan2","Green-headed Tanager","Passeriformes","Thraupidae",NA,"Green-headed Tanager"
"Incaspiza pulchra",35120,"species","grifin1","Great Inca-Finch","Passeriformes","Thraupidae",NA,"Great Inca-Finch"
"Macronyx grimwoodi",31667,"species","grilon1","Grimwood's Longclaw","Passeriformes","Motacillidae",NA,"Grimwood's Longclaw"
"Ducula aenea",2711,"species","gripig1","Green Imperial-Pigeon","Columbiformes","Columbidae",NA,"Green Imperial-Pigeon"
"Rhodacanthis palmeri",31837,"species","grkfin","Greater Koa-Finch","Passeriformes","Fringillidae",NA,"Greater Koa-Finch"
"Zosterops grayi",25607,"species","grkwhe1","Kai Besar White-eye","Passeriformes","Zosteropidae",NA,"Kai Besar White-eye"
"Amandava formosa",31075,"species","grnava1","Green Avadavat","Passeriformes","Estrildidae",NA,"Green Avadavat"
"Cryptolybia olivacea howelli",10447,"issf","grnbar1","Green Barbet (Howell's)","Piciformes","Lybiidae","grebar2","Green Barbet (Howell's)"
"Cryptolybia olivacea olivacea",10446,"issf","grnbar2","Green Barbet (Green)","Piciformes","Lybiidae","grebar2","Green Barbet (Green)"
"Cryptolybia olivacea woodwardi",10448,"issf","grnbar4","Green Barbet (Woodward's)","Piciformes","Lybiidae","grebar2","Green Barbet (Woodward's)"
"Cryptolybia olivacea rungweensis",10449,"issf","grnbar5","Green Barbet (Misuku Hills)","Piciformes","Lybiidae","grebar2","Green Barbet (Misuku Hills)"
"Cryptolybia olivacea belcheri",10450,"issf","grnbar6","Green Barbet (Mt. Thyolo)","Piciformes","Lybiidae","grebar2","Green Barbet (Mt. Thyolo)"
"Merops viridissimus",9701,"species","grnbee1","African Green Bee-eater","Coraciiformes","Meropidae",NA,"שרקרק צהוב גרון"
"Merops cyanophrys",9705,"species","grnbee2","Arabian Green Bee-eater","Coraciiformes","Meropidae",NA,"שרקרק גמדי"
